priority_rank,competition_id,problem_id,source_event_id,source_round_id,boulder_number,leaderboard_route_id,event_date,event_name,source_scope,source_url,event_tier,category,round_name,linked_outcomes,linked_athletes,zone_rate,top_rate,rows_with_both_board_metrics,mean_physical_metrics_available,outcome_spread,priority_rule,tag_status
208,CEC|event:224,CEC|event:224|route:22433,224,4418,1,22433,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4418/results,National championship youth,U21 Male,Qualification,1,1,1.0,1.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
209,CEC|event:224,CEC|event:224|route:22434,224,4418,2,22434,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4418/results,National championship youth,U21 Male,Qualification,1,1,1.0,1.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
210,CEC|event:224,CEC|event:224|route:22435,224,4418,3,22435,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4418/results,National championship youth,U21 Male,Qualification,1,1,1.0,1.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
211,CEC|event:224,CEC|event:224|route:22436,224,4418,4,22436,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4418/results,National championship youth,U21 Male,Qualification,1,1,1.0,1.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
212,CEC|event:224,CEC|event:224|route:22437,224,4418,5,22437,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4418/results,National championship youth,U21 Male,Qualification,1,1,1.0,1.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
213,CEC|event:224,CEC|event:224|route:22438,224,4418,6,22438,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4418/results,National championship youth,U21 Male,Qualification,1,1,1.0,1.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
214,CEC|event:224,CEC|event:224|route:23224,224,4449,1,23224,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4449/results,National championship youth,U21 Male,Semi-Finals,1,1,1.0,1.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
215,CEC|event:224,CEC|event:224|route:23225,224,4449,2,23225,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4449/results,National championship youth,U21 Male,Semi-Finals,1,1,1.0,1.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
216,CEC|event:224,CEC|event:224|route:23226,224,4449,3,23226,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4449/results,National championship youth,U21 Male,Semi-Finals,1,1,1.0,0.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
217,CEC|event:224,CEC|event:224|route:23227,224,4449,4,23227,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4449/results,National championship youth,U21 Male,Semi-Finals,1,1,1.0,0.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
218,CEC|event:224,CEC|event:224|route:23248,224,4455,1,23248,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4455/results,National championship youth,U21 Male,Finals,1,1,1.0,0.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
219,CEC|event:224,CEC|event:224|route:23249,224,4455,2,23249,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4455/results,National championship youth,U21 Male,Finals,1,1,1.0,0.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
220,CEC|event:224,CEC|event:224|route:23250,224,4455,3,23250,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4455/results,National championship youth,U21 Male,Finals,1,1,1.0,1.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
221,CEC|event:224,CEC|event:224|route:23251,224,4455,4,23251,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4455/results,National championship youth,U21 Male,Finals,1,1,1.0,0.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
222,CEC|event:211,CEC|event:211|route:19852,211,4056,1,19852,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4056/results,Regional / local youth,Junior hommes,Qualifications,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
223,CEC|event:211,CEC|event:211|route:19853,211,4056,2,19853,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4056/results,Regional / local youth,Junior hommes,Qualifications,1,1,1.0,0.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
224,CEC|event:211,CEC|event:211|route:19854,211,4056,3,19854,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4056/results,Regional / local youth,Junior hommes,Qualifications,1,1,0.0,0.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
225,CEC|event:211,CEC|event:211|route:19855,211,4056,4,19855,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4056/results,Regional / local youth,Junior hommes,Qualifications,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
226,CEC|event:211,CEC|event:211|route:19856,211,4056,5,19856,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4056/results,Regional / local youth,Junior hommes,Qualifications,1,1,1.0,0.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
227,CEC|event:211,CEC|event:211|route:19918,211,4066,1,19918,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4066/results,Regional / local youth,Junior hommes,Finales,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
228,CEC|event:211,CEC|event:211|route:19919,211,4066,2,19919,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4066/results,Regional / local youth,Junior hommes,Finales,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
229,CEC|event:211,CEC|event:211|route:19920,211,4066,3,19920,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4066/results,Regional / local youth,Junior hommes,Finales,1,1,0.0,0.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
230,CEC|event:211,CEC|event:211|route:19921,211,4066,4,19921,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4066/results,Regional / local youth,Junior hommes,Finales,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
231,CEC|event:192,CEC|event:192|route:17756,192,3661,1,17756,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3661/results,Regional / local youth,Junior hommes,Qualifications,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
232,CEC|event:192,CEC|event:192|route:17757,192,3661,2,17757,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3661/results,Regional / local youth,Junior hommes,Qualifications,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
233,CEC|event:192,CEC|event:192|route:17758,192,3661,3,17758,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3661/results,Regional / local youth,Junior hommes,Qualifications,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
234,CEC|event:192,CEC|event:192|route:17759,192,3661,4,17759,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3661/results,Regional / local youth,Junior hommes,Qualifications,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
235,CEC|event:192,CEC|event:192|route:17760,192,3661,5,17760,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3661/results,Regional / local youth,Junior hommes,Qualifications,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
236,CEC|event:192,CEC|event:192|route:17886,192,3687,1,17886,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3687/results,Regional / local youth,Junior hommes,Finales,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
237,CEC|event:192,CEC|event:192|route:17887,192,3687,2,17887,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3687/results,Regional / local youth,Junior hommes,Finales,1,1,1.0,0.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
238,CEC|event:192,CEC|event:192|route:17888,192,3687,3,17888,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3687/results,Regional / local youth,Junior hommes,Finales,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
239,CEC|event:192,CEC|event:192|route:17889,192,3687,4,17889,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3687/results,Regional / local youth,Junior hommes,Finales,1,1,1.0,0.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
240,IFSC|event:1465,IFSC|event:1465|route:16277,1465,9971,1,16277,2025-11-22,IFSC Pan American Cup Armenia 2025,IFSC,/api/v1/category_rounds/9971/results,Continental series,Men,Qualification,1,1,1.0,0.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
241,IFSC|event:1465,IFSC|event:1465|route:16278,1465,9971,2,16278,2025-11-22,IFSC Pan American Cup Armenia 2025,IFSC,/api/v1/category_rounds/9971/results,Continental series,Men,Qualification,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
242,IFSC|event:1465,IFSC|event:1465|route:16279,1465,9971,3,16279,2025-11-22,IFSC Pan American Cup Armenia 2025,IFSC,/api/v1/category_rounds/9971/results,Continental series,Men,Qualification,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
243,IFSC|event:1465,IFSC|event:1465|route:16280,1465,9971,4,16280,2025-11-22,IFSC Pan American Cup Armenia 2025,IFSC,/api/v1/category_rounds/9971/results,Continental series,Men,Qualification,1,1,0.0,0.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
244,IFSC|event:1465,IFSC|event:1465|route:16281,1465,9971,5,16281,2025-11-22,IFSC Pan American Cup Armenia 2025,IFSC,/api/v1/category_rounds/9971/results,Continental series,Men,Qualification,1,1,1.0,0.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
245,IFSC|event:1465,IFSC|event:1465|route:18085,1465,10458,1,18085,2025-11-22,IFSC Pan American Cup Armenia 2025,IFSC,/api/v1/category_rounds/10458/results,Continental series,Men,Semi Final,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
246,IFSC|event:1465,IFSC|event:1465|route:18086,1465,10458,2,18086,2025-11-22,IFSC Pan American Cup Armenia 2025,IFSC,/api/v1/category_rounds/10458/results,Continental series,Men,Semi Final,1,1,0.0,0.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
247,IFSC|event:1465,IFSC|event:1465|route:18087,1465,10458,3,18087,2025-11-22,IFSC Pan American Cup Armenia 2025,IFSC,/api/v1/category_rounds/10458/results,Continental series,Men,Semi Final,1,1,1.0,0.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
248,IFSC|event:1465,IFSC|event:1465|route:18088,1465,10458,4,18088,2025-11-22,IFSC Pan American Cup Armenia 2025,IFSC,/api/v1/category_rounds/10458/results,Continental series,Men,Semi Final,1,1,0.0,0.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
249,CEC|event:153,CEC|event:153|route:13965,153,2851,1,13965,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2851/results,Regional / local youth,Junior hommes,Qualifications,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
250,CEC|event:153,CEC|event:153|route:13966,153,2851,2,13966,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2851/results,Regional / local youth,Junior hommes,Qualifications,1,1,1.0,1.0,1,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
