event_date,event_name,source_scope,event_tier,rating_context,direct_context_head,classification_reason,all_results_update_shared_skill,direct_label_controls_input_eligibility
2012-09-01,"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2012",IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-09-11,IFSC World Championship Lead Group A - Paris 2012,IFSC,World major,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2012-09-11,IFSC World Championship Lead Group B - Paris 2012,IFSC,World major,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2012-09-12,IFSC Climbing World Championship - Paris (FRA) 2012,IFSC,World major,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2012-09-21,IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2012-09-22,Rheintal Cup - Megusta Cup Chur (S) 2012,IFSC,International other youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-09-22,Rheintal Cup - Megusta Cup Chur 2012,IFSC,International other youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-09-29,IFSC Climbing Worldcup (L) - Atlanta (USA) 2012 ,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2012-09-29,Mammut Youth Climbing Cup MYCC + SM (S) - Züspa Zürich,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2012-10-06,2. Ranglistenwettkampf zum Sächsischen Kinder- und Schülercup 2012,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-10-07,Deutscher Jugendcup Lead - Ingolstadt 2012,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-10-12,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2012-10-20,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2012-10-21,Deutscher Jugendcup Lead - Frankenthal 2012,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-10-27,NRW-Landesmeisterschaft Lead - Essen 2012,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-10-27,IFSC Climbing Worldcup (L) - Inzai (JPN) 2012,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2012-11-02,"European Youth Championship (L,S) - Gémozac (FRA) 2012",IFSC,Continental championship youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2012-11-07,"IFSC Panamerican Championship (L, S, B) - San Juan de los Morros (VEN) 2012",IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-11-17,IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2012-11-21,"PanAmerican Youth Championship (L,S, B) - Santiago (CHI) 2012",IFSC,International other youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-11-24,Offene Sächsische Meisterschaften Damen/Herren und Sächsische Jugendmeisterschaft im XXL Dresden,DIGITALROCK,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-11-24,Offene Sächsische Meisterschaften Damen/Herren und Sächsische Jugendmeisterschaft im XXL Dresden,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-11-24,European Youth Cup (L) - Kranj (SLO) 2012,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2012-11-24,Regiocup Bündner Klettermeisterschaft 2012 (L) - S-chanf,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2012-11-24,Regiocup Bündner Klettermeisterschaft 2012 (L) - S-chanf,SAC-CAS,Regional / local youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2012-11-25,3. Ranglistenwettkampf zum Sächsischen Kinder- und Schülercup 2012,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-12-08,Bayerische Jugend  Meisterschaften (Lead) - Regensburg 2012,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-12-08,Rheintal Cup - Nikoloklettern Dornbirn (L) 2012,IFSC,International other youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2012-12-09,RockGames und Offene Bayerische Meisterschaften (Lead) - Regensburg 2012,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-02-24,Rockgames Jugend/Junioren (Bouldern) - Climb Free München 2013,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-03-02,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2013,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-03-09,Deutscher Jugendcup Boulder - Frankfurt 2013,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-03-09,Rheintal Cup - Junior Cup Dornbirn (L)  2013,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2013-03-16,2. Offene Rheinland-Pfalz-Meisterschaft Bouldern - Rocktown Kaiserslautern 2013,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-03-22,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2013-03-23,Bodenseetrophy Dornbirn (D-A-CH) 2013 ,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2013-03-23,Bächli Swiss Climbing Cup BSCC / Bodensee Climbing Trophy (L) - Dornbirn (AUT),SAC-CAS,National series,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2013-04-05,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2013-04-13,1. Wettkampf zum Sächsischen Kinder- und Schülercup 2013 in Zittau,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-04-13,Hessische Meisterschaft - Fulda 2013,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-04-14,Norddeutsche Meisterschaft (Lead) - Hamburg 2013,DIGITALROCK,National championship youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-04-20,17. offene Rheinland-Pfalz-Meisterschaft - Pfalz Rock Frankenthal 2013 (L),DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-04-20,BaWü Jugendcup Bouldern Heilbronn,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-04-21,Rockgames Jugend (Bouldern) - Rosenheim 2013,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-04-26,IFSC Climbing Worldcup (B) - Kitzbühel (AUT) 2013,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2013-05-11,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2013-05-16,"European Cup (L, S) - Ekaterinburg (RUS) 2013",IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2013-05-17,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2013-05-22,"Asian Continental Championship - Tehran, (IRN) 2013",IFSC,Continental championship,Senior / Open,IFSC_REG:ASIA,direct IFSC regional/continental evidence,True,False
2013-05-25,European Youth Championship (B) - Grindelwald (SUI) 2013,IFSC,Continental championship youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2013-05-25,Oceania Continental Championship - Nouméa (New Caledonia) 2013,IFSC,Continental championship,Senior / Open,IFSC_REG:OCEANIA,direct IFSC regional/continental evidence,True,False
2013-05-25,Oceania Continental Championship - Nouméa (New Caledonia) 2013,IFSC,Continental championship youth,Youth,IFSC_REG:OCEANIA:YOUTH,direct IFSC regional/continental evidence,True,False
2013-06-01,1. Wettkampf zum Sächsischen Jugendcup 2013 in Leipzig,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-06-01,2. Wettkampf zum Sächsischen Kinder- und Schülercup 2013 in Leipzig,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-06-01,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2013-06-01,Bächli Swiss Climbing Cup BSCC (B) - Grindelwald,SAC-CAS,National series,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2013-06-02,Mammut Youth Climbing Cup MYCC + SM (B) - Grindelwald 2013,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2013-06-07,IFSC Climbing Worldcup (B) - Vail (USA) 2013,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2013-06-08,BaWü Jugendcup Speed Reutlingen,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-06-08,"European Youth Cup (L, S) - Edinburgh (GBR) 2013",IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2013-06-08,Bächli Swiss Climbing Cup BSCC + SM (B) - Genève,SAC-CAS,National series,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2013-06-09,Mammut Youth Climbing Cup MYCC (B) - Genève 2013,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2013-06-15,Mammut Youth Climbing Cup MYCC + SM (L) - Sottens 2013,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2013-06-16,Deutscher Jugendcup Boulder - Auerbach2013,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-06-22,IFSC Climbing Worldcup (S) - Baku (AZE) 2013,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2013-06-22,Bächli Swiss Climbing Cup BSCC + SM (L) - Niederwangen,SAC-CAS,National series,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2013-06-23,Deutscher Jugendcup Lead - Kempten 2013,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-06-28,European Youth Cup (B) - Sofia (BUL) 2013,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2013-06-29,BaWü Jugendcup Lead Freiburg,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-06-29,NRW Landesmeisterschaft Speed Classic,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-06-29,European Youth Cup (S) - Imst (AUT) 2013,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2013-07-06,Landesjugendspiele - Sächsische Bouldermeisterschaft Teil 1,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-07-07,Deutscher Jugendcup Speed - München 2013,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-07-09,European Youth Cup (S) - Chamonix (FRA) 2013,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2013-07-10,"European Championship (L,S) - Chamonix (FRA) 2013 ",IFSC,Continental championship,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2013-07-19,IFSC Climbing Worldcup (L) - Briançon (FRA) 2013,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2013-07-20,BaWü Jugendcup Lead Offenburg,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-07-22,European Youth Cup (B) - L'Argentière (FRA) 2013,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2013-07-25,"European Youth Championship (L,S) - Imst (AUT) 2013",IFSC,Continental championship youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2013-07-27,Rockgames Jugend/Junioren (Lead) - Coburg 2013,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-08-03,The World Games 2013 - Cali (COL) 2013,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-08-09,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2013-08-15,IFSC World Youth Championship - Central Saanich (CAN) - 2013,IFSC,International other youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-08-24,IFSC Climbing Worldcup (B) - Munich (GER) 2013,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2013-08-24,Mammut Youth Climbing Cup MYCC (L) - Näfels 2013,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2013-08-31,European Championship (B) - Eindhoven (NED) 2013,IFSC,Continental championship,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2013-09-01,Westdeutsche Meisterschaft - Pfalz Rock Frankenthal 2013 (L),DIGITALROCK,National championship youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2013-09-05,"Intl. Event Open for Rockmaster (L, B) - Arco (ITA) 2013",IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
